Set,Set Theme,Within Set #,Frequency Rank,Original #,Japanese,Reading,Romaji Pronunciation,Meaning,Part of Speech,Verb Class,POS Subtype,Category,Bucket,Grammar Role / Notes,Frequency Count,Source Rank,Frequency % of Source,Frequency Source,Match Method,Lookup Term,POS / Fallback Note,wordfreq Zipf,Learned?,Notes,Vocab List Source,Classification Source,Why this set
1,Survival + Identity,75,594,709,六,ろく,roku,six,Noun,,Numeral,Numbers/Counters,Core open list,Number/quantity word,764,3997,0.00224156,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,六,num,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: num,Early conversation anchor
1,Survival + Identity,76,179,9,開く,あく,aku,"to open, to become open",Verb,Godan (-ku ending),Main verb,Core Verbs/Actions,Core open list,Transitive,10036,437,0.02944546,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,開く,"v5k,vt",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v5k,vt",Early conversation anchor
1,Survival + Identity,77,30,40,在る,ある,aru,"to be, to have",Verb,Godan (-ru irregular honorific),Main verb,Core Verbs/Actions,Core open list,Intransitive,68386,61,0.20064342,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: reading form,ある,"v5r-i,vi",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v5r-i,vi",Early conversation anchor
1,Survival + Identity,78,31,41,有る,ある,aru,"to be, to have",Verb,Godan (-ru irregular honorific),Main verb,Core Verbs/Actions,Core open list,Intransitive,68386,61,0.20064342,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: reading form,ある,"v5r-i,vi",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v5r-i,vi",Early conversation anchor
1,Survival + Identity,79,4,46,言う,いう,iu,to say,Verb,Godan (-u ending),Main verb,Core Verbs/Actions,Core open list,,166829,19,0.48947358,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,言う,v5u,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: v5u,Early conversation anchor
1,Survival + Identity,80,471,71,居る,いる,iru,"(humble) to be (animate), to exist",Verb,Ichidan,Plain verb,Core Verbs/Actions,Core open list,Intransitive / existence verb,,,0.00479,wordfreq 3.1.1 Japanese best wordlist,wordfreq fallback: Japanese form,居る,Fallback: no subtitle-corpus match for selected candidates,4.68,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Manual fallback from word/meaning,Early conversation anchor
1,Survival + Identity,81,40,193,聞く,きく,kiku,"to hear, to listen, to ask",Verb,Godan (-ku ending),Main verb,Core Verbs/Actions,Core open list,Transitive,46083,88,0.13520678,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,聞く,"v5k,vt",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v5k,vt",Early conversation anchor
1,Survival + Identity,82,799,343,する,する,suru,"to do, to try; to wear small items (e.g., necktie, watch, etc.)",Verb,Suru irregular,Suru verb,Core Verbs/Actions,Core open list,,1,96727,2.93e-06,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,する,vs-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: vs-i,Early conversation anchor
1,Survival + Identity,83,270,648,見る,みる,miru,"to see, to look",Verb,Ichidan,Main verb,Core Verbs/Actions,Core open list,Transitive,5149,774,0.01510708,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: reading form,みる,"v1,vt",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v1,vt",Early conversation anchor
1,Survival + Identity,84,318,17,あそこ,あそこ,asoko,"there, over there, that place",Pronoun,,Demonstrative place pronoun,Places/Transport/Directions,Core open list,Over there / that place,4064,976,0.01192371,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,あそこ,"pn,adj-no",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Manual learner override for N5 demonstrative/location word,Early conversation anchor
1,Survival + Identity,85,83,49,行く,いく; ゆく,iku; yuku,to go,Verb,Godan (-iku/yuku special),Main verb,Places/Transport/Directions,Core open list,Intransitive,25110,168,0.07367233,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: reading form,ゆく,"v5k-s,vi",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v5k-s,vi",Early conversation anchor
1,Survival + Identity,86,84,151,帰る,かえる,kaeru,"to go back, to go home, to return",Verb,Godan (-ru ending),Main verb,Places/Transport/Directions,Core open list,Intransitive,25073,169,0.07356378,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,帰る,"v5r,vi",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v5r,vi",Early conversation anchor
1,Survival + Identity,87,6,230,来る,くる,kuru,to come,Verb,Kuru irregular,Main verb,Places/Transport/Directions,Core open list,Intransitive / Auxiliary use,143746,21,0.42174844,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,来る,"vk,vi,aux-v",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: vk,vi,aux-v",Early conversation anchor
1,Survival + Identity,88,46,252,ここ,ここ,koko,"here, this place",Pronoun,,Demonstrative place pronoun,Places/Transport/Directions,Core open list,Here / this place,41250,99,0.12102683,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,ここ,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Manual learner override for N5 demonstrative/location word,Early conversation anchor
1,Survival + Identity,89,175,361,そこ,そこ,soko,"that place, there; bottom, sole",Pronoun,,Demonstrative place pronoun,Places/Transport/Directions,Core open list,There / that place,,,0.0302,wordfreq 3.1.1 Japanese best wordlist,wordfreq fallback: Japanese form,そこ,Fallback: no subtitle-corpus match for selected candidates,5.48,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Manual learner override for N5 demonstrative/location word,Early conversation anchor
1,Survival + Identity,90,78,457,どこ,どこ,doko,"where, what place",Pronoun,,Pronoun,Places/Transport/Directions,Core open list,Pronoun / can modify nouns with の,26000,161,0.07628358,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,どこ,"pn,adj-no",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: pn,adj-no",Early conversation anchor
1,Survival + Identity,91,201,97,美味しい,おいしい,oishii,"delicious, tasty",Adjective,,i-adjective,Food/Shopping,Core open list,Conjugates directly; dictionary form ends in い,8523,507,0.02500634,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: reading form,おいしい,adj-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-i,Early conversation anchor
1,Survival + Identity,92,86,393,食べる,たべる,taberu,to eat,Verb,Ichidan,Main verb,Food/Shopping,Core open list,Transitive,24449,171,0.07173297,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,食べる,"v1,vt",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v1,vt",Early conversation anchor
1,Survival + Identity,93,131,515,飲む,のむ,nomu,to drink,Verb,Godan (-mu ending),Main verb,Food/Shopping,Core open list,Transitive,14707,282,0.0431501,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,飲む,"v5m,vt",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v5m,vt",Early conversation anchor
1,Survival + Identity,94,200,510,寝る,ねる,neru,to sleep; to go to sleep; to go to bed,Verb,Ichidan,Main verb,Home/Objects,Core open list,Intransitive,8560,504,0.0251149,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,寝る,"v1,vi",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v1,vi",Early conversation anchor
1,Survival + Identity,95,98,541,話す,はなす,hanasu,to speak,Verb,Godan (-su ending),Main verb,School/Work/Language,Core open list,Transitive,20919,197,0.06137601,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,話す,"v5s,vt",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v5s,vt",Early conversation anchor
1,Survival + Identity,96,202,21,新しい,あたらしい,atarashii,new,Adjective,,i-adjective,Adjectives/Adverbs/Abstract,Core open list,Conjugates directly; dictionary form ends in い,8466,512,0.02483911,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,新しい,adj-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-i,Early conversation anchor
1,Survival + Identity,97,23,44,いい,いい,ii,good,Adjective,,i-adjective,Adjectives/Adverbs/Abstract,Core open list,Conjugates directly; dictionary form ends in い,77388,51,0.22705514,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,いい,adj-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-i,Early conversation anchor
1,Survival + Identity,98,275,99,大きい,おおきい,ookii,"big, large",Adjective,,i-adjective,Adjectives/Adverbs/Abstract,Core open list,Conjugates directly; dictionary form ends in い,5033,794,0.01476674,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,大きい,adj-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-i,Early conversation anchor
1,Survival + Identity,99,395,399,小さい,ちいさい,chiisai,"small, little",Adjective,,i-adjective,Adjectives/Adverbs/Abstract,Core open list,Conjugates directly; dictionary form ends in い,2526,1492,0.00741124,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,小さい,adj-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-i,Early conversation anchor
1,Survival + Identity,100,81,718,悪い,わるい,warui,"bad, sinful; inferior",Adjective,,i-adjective,Adjectives/Adverbs/Abstract,Core open list,Conjugates directly; dictionary form ends in い,25504,165,0.07482832,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,悪い,adj-i,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: adj-i,Early conversation anchor
2,Daily Routine + Time,1,572,8,秋,あき,aki,fall (season),Noun,,Temporal noun,Time/Calendar,Core open list,Noun-like word,901,3508,0.00264352,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,秋,n-t,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n-t,Daily routine and time anchor
2,Daily Routine + Time,2,239,12,朝,あさ,asa,morning,Noun,,Temporal noun / Adverbial noun,Time/Calendar,Core open list,Noun-like word,6254,658,0.01834913,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,朝,"n-adv,n-t",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n-adv,n-t",Daily routine and time anchor
2,Daily Routine + Time,3,778,13,朝御飯,あさごはん,asagohan,breakfast,Noun,,Common noun,Time/Calendar,Core open list,Noun-like word,28,35679,8.215e-05,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,朝御飯,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Daily routine and time anchor
2,Daily Routine + Time,4,286,18,遊ぶ,あそぶ,asobu,to play; to spend time pleasantly; to hang out,Verb,Godan (-bu ending),Main verb,Time/Calendar,Core open list,Intransitive,4830,825,0.01417114,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,遊ぶ,"v5b,vi",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: v5b,vi",Daily routine and time anchor
2,Daily Routine + Time,5,441,58,一日,いちにち,ichinichi,one day (duration),Noun,,Common noun,Time/Calendar,Core open list,Noun-like word,1991,1839,0.00584156,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,一日,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Daily routine and time anchor
2,Daily Routine + Time,6,319,61,五日,いつか,itsuka,five days; fifth day of the month,Noun,,Common noun,Time/Calendar,Core open list,Noun-like word,4059,977,0.01190904,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,五日,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Daily routine and time anchor
2,Daily Routine + Time,7,157,64,いつも,いつも,itsumo,"always, usually, every time, never (with neg. verb)",Noun,,Common noun,Time/Calendar,Core open list,Noun-like word,12279,356,0.03602639,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,いつも,"adv,n",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: adv,n",Daily routine and time anchor
2,Daily Routine + Time,8,787,122,おととし,おととし,ototoshi,year before last,Noun,,Temporal noun,Time/Calendar,Core open list,Time expression,,,2.88e-05,wordfreq 3.1.1 Japanese best wordlist,wordfreq fallback: Japanese form,おととし,Fallback: no subtitle-corpus match for selected candidates,2.46,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Manual fallback from word/meaning,Daily routine and time anchor
2,Daily Routine + Time,9,433,153,かかる,かかる,kakaru,"it takes (amount of time, money) (v.i.)",Verb,Godan (-ru ending),Main verb,Time/Calendar,Core open list,,2058,1791,0.00603814,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,かかる,v5r,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: v5r,Daily routine and time anchor
2,Daily Routine + Time,10,337,167,～月,～がつ,~gatsu,month of year,Counter,,Counter / counting suffix,Time/Calendar,Core open list,Counter or measure word,3678,1078,0.01079119,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,月,n,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n,Daily routine and time anchor
2,Daily Routine + Time,11,703,177,火曜日,かようび,kayoubi,Tuesday,Noun,,Temporal noun / Adverbial noun,Time/Calendar,Core open list,Noun-like word,239,9892,0.00070122,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,火曜日,"n-adv,n-t",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n-adv,n-t",Daily routine and time anchor
2,Daily Routine + Time,12,476,207,去年,きょねん,kyonen,last year,Noun,,Temporal noun / Adverbial noun,Time/Calendar,Core open list,Noun-like word,1592,2204,0.0046709,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,去年,"n-adv,n-t",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n-adv,n-t",Daily routine and time anchor
2,Daily Routine + Time,13,653,215,金曜日,きんようび,kin'youbi,Friday,Noun,,Temporal noun / Adverbial noun,Time/Calendar,Core open list,Noun-like word,466,5973,0.00136724,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,金曜日,"n-adv,n-t",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n-adv,n-t",Daily routine and time anchor
2,Daily Routine + Time,14,415,235,今朝,けさ,kesa,this morning,Noun,,Temporal noun,Time/Calendar,Core open list,Noun-like word,2235,1659,0.00655745,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,今朝,n-t,,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),Subtitle corpus POS tags: n-t,Daily routine and time anchor
2,Daily Routine + Time,15,688,239,月曜日,げつようび,getsuyoubi,Monday,Noun,,Temporal noun / Adverbial noun,Time/Calendar,Core open list,Noun-like word,299,8396,0.00087726,chriskempson Japanese subtitles word_freq_report.txt,subtitle match: Japanese form,月曜日,"n-adv,n-t",,,,GitHub elzup/jlpt-word-list n5.csv (based on Tanos/Genki),"Subtitle corpus POS tags: n-adv,n-t",Daily routine and time anchor
